[2020-06-22 14:18:14:0977] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:25:25:0378] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:25:25:0379] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:25:25:0880] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:26:0381] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:26:0381] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[53566], HostIp[c0a8017f], HostPort[53566]
[2020-06-22 14:25:26:0381] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:25:26:0383] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:25:26:0383] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:25:26:0883] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:28:0736] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:25:28:0736] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:25:28:0736] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[53597], devIP[c0a84809]
[2020-06-22 14:25:29:0238] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:29:0740] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:29:0740] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:25:29:0741] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:25:30:0241] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:30:0741] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:30:0741] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[53597], HostIp[c0a8017f], HostPort[53597]
[2020-06-22 14:25:30:0741] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:25:30:0742] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:25:30:0742] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:25:31:0243] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:33:0089] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:25:33:0089] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:25:33:0089] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[53261], devIP[c0a84809]
[2020-06-22 14:25:33:0590] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:34:0090] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:34:0090] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:25:34:0092] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:25:34:0592] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:35:0092] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:25:35:0092] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[53261], HostIp[c0a8017f], HostPort[53261]
[2020-06-22 14:25:35:0092] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:25:35:0095] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:25:35:0095] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:25:35:0595] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:18:0130] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:18:0130] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:18:0130] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58089], devIP[c0a84809]
[2020-06-22 14:26:18:0632] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:19:0133] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:19:0133] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:19:0133] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:19:0633] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:20:0134] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:20:0134] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58089], HostIp[c0a8017f], HostPort[58089]
[2020-06-22 14:26:20:0134] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:20:0134] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:20:0134] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:20:0634] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:22:0486] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:22:0486] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:22:0486] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58121], devIP[c0a84809]
[2020-06-22 14:26:22:0987] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:23:0487] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:23:0487] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:23:0487] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:23:0988] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:24:0488] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:24:0488] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58121], HostIp[c0a8017f], HostPort[58121]
[2020-06-22 14:26:24:0488] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:24:0488] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:24:0488] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:24:0989] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:26:0279] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:26:0279] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:26:0280] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58154], devIP[c0a84809]
[2020-06-22 14:26:26:0781] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:26:0873] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:26:0873] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:26:0873] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58166], devIP[c0a84809]
[2020-06-22 14:26:27:0281] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:27:0281] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:27:0281] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:27:0374] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:27:0781] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:27:0875] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:27:0875] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:27:0875] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:28:0282] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:28:0282] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58154], HostIp[c0a8017f], HostPort[58154]
[2020-06-22 14:26:28:0282] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:28:0282] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:28:0282] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:28:0375] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:28:0782] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:28:0876] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:28:0876] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58166], HostIp[c0a8017f], HostPort[58166]
[2020-06-22 14:26:28:0876] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:28:0876] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:28:0876] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:29:0377] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:30:0622] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:30:0622] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:30:0623] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58210], devIP[c0a84809]
[2020-06-22 14:26:31:0124] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:31:0231] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:31:0231] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:31:0232] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58228], devIP[c0a84809]
[2020-06-22 14:26:31:0624] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:31:0624] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:31:0624] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:31:0732] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:32:0125] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:32:0232] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:32:0232] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:32:0232] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:32:0625] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:32:0625] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58210], HostIp[c0a8017f], HostPort[58210]
[2020-06-22 14:26:32:0625] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:32:0625] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:32:0625] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:32:0733] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:33:0126] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:33:0234] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:33:0234] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58228], HostIp[c0a8017f], HostPort[58228]
[2020-06-22 14:26:33:0234] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:33:0234] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:33:0234] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:33:0735] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:34:0235] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:34:0968] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:34:0968] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:34:0969] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58249], devIP[c0a84809]
[2020-06-22 14:26:35:0470] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:35:0590] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:35:0590] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:35:0590] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58256], devIP[c0a84809]
[2020-06-22 14:26:35:0971] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:35:0971] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:35:0971] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:36:0090] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:36:0471] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:36:0591] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:36:0591] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:36:0591] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:36:0972] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:36:0972] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58249], HostIp[c0a8017f], HostPort[58249]
[2020-06-22 14:26:36:0972] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:36:0972] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:36:0972] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:37:0092] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:37:0473] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:37:0592] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:37:0592] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58256], HostIp[c0a8017f], HostPort[58256]
[2020-06-22 14:26:37:0592] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:37:0592] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:37:0592] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:38:0092] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:39:0310] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:39:0310] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:39:0310] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61415], devIP[c0a84809]
[2020-06-22 14:26:39:0811] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:39:0938] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:39:0938] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:39:0938] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61438], devIP[c0a84809]
[2020-06-22 14:26:40:0311] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:40:0311] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:40:0311] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:40:0439] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:40:0811] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:40:0939] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:40:0939] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:40:0939] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:41:0311] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:41:0311] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61415], HostIp[c0a8017f], HostPort[61415]
[2020-06-22 14:26:41:0311] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:41:0311] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:41:0311] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:41:0439] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:41:0812] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:41:0940] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:41:0940] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61438], HostIp[c0a8017f], HostPort[61438]
[2020-06-22 14:26:41:0940] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:41:0940] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:41:0940] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:42:0441] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:43:0651] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:43:0651] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:43:0651] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[61460], devIP[c0a84809]
[2020-06-22 14:26:44:0152] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:44:0288] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:26:44:0288] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:26:44:0288] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[50979], devIP[c0a84809]
[2020-06-22 14:26:44:0652] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:44:0652] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:44:0652] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:44:0790] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:45:0154] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:45:0291] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:45:0291] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:26:45:0291] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:26:45:0654] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:26:45:0654] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[61460], HostIp[c0a8017f], HostPort[61460]
[2020-06-22 14:26:45:0654] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:26:45:0654] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:26:45:0654] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:26:45:0791] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
